SKU,Country Category,MonthsStock,FC-M1,FC-M2,FC-M3,FC-M4,FC-M5,FC-M6,FC-M7,FC-M8,FC-M9,FC-M10,FC-M11,FC-M12,P-M1,P-M2,P-M3,P-M4,P-M5,P-M6,P-M7,P-M8,P-M9,P-M10,P-M11,P-M12,G-M1,G-M2,G-M3,G-M4,G-M5,G-M6,G-M7,G-M8,G-M9,G-M10,G-M11,G-M12,FBA-M1,FBA-M2,FBA-M3,FBA-M4,FBA-M5,FBA-M6,FBA-M7,FBA-M8,FBA-M9,FBA-M10,FBA-M11,FBA-M12,B2B-M1,B2B-M2,B2B-M3,B2B-M4,B2B-M5,B2B-M6,B2B-M7,B2B-M8,B2B-M9,B2B-M10,B2B-M11,B2B-M12
SKU Header,Country Category,MonthsStock,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27,01-Jun-26,01-Jul-26,01-Aug-26,01-Sep-26,01-Oct-26,01-Nov-26,01-Dec-26,01-Jan-27,01-Feb-27,01-Mar-27,01-Apr-27,01-May-27
PONCHA-DES-LG-GROOVCH,UK ILGPoncho - Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHA-DES-LG-IBZAGLW,UK ILGPoncho - Adults,12,42,42,42,10,0,0,0,0,5,14,17,28,,,,,,,,,,,,,136,136,139,197,195,188,199,197,195,188,161,143,29,35,12,2,0,2,2,2,2,1,1,5,21,9,13,0,0,0,0,0,0,12,0,0
PONCHA-DES-LG-PALMBCH,UK ILGPoncho - Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PONCHA-DES-LG-WAVYBBY,UK ILGPoncho - Adults,9,42,42,42,10,0,0,0,0,7,28,32,43,,,,,,,,,,,,,82,82,79,91,123,108,139,131,123,108,75,37,29,35,12,2,0,8,8,8,8,5,4,14,21,9,13,0,0,0,0,0,0,0,2,0
PONCHA-DES-LG-WTRSUG,UK ILGPoncho - Adults,12,29,29,29,7,0,0,0,0,2,8,18,18,,,,,,,,,,,,,128,129,140,140,140,138,140,140,140,138,130,111,23,28,10,1,0,2,2,2,2,2,2,3,18,8,11,0,0,0,0,0,0,0,1,0
PONCHA-DES-MD-CHECKMT,UK ILGPoncho - Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHA-DES-MD-FRUTLPS,UK ILGPoncho - Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHA-DES-MD-GROOVCH,UK ILGPoncho - Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHA-DES-MD-IBZAGLW,UK ILGPoncho - Adults,3,30,30,30,6,0,0,0,0,1,12,21,33,,,,,,,,,,,,,11,11,22,61,58,56,62,61,58,56,31,7,20,24,9,2,0,3,3,3,1,1,3,8,14,7,9,0,0,0,0,0,0,12,0,0
PONCHA-DES-MD-PALMBCH,UK ILGPoncho - Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHA-DES-MD-WAVYBBY,UK ILGPoncho - Adults,8,30,30,30,6,0,0,0,0,8,19,28,43,,,,,,,,,,,,,18,18,29,68,65,56,69,68,65,56,36,0,20,24,9,2,0,3,3,3,1,1,4,4,14,7,9,0,0,0,0,0,0,0,7,0
PONCHA-DES-MD-WTRSUG,UK ILGPoncho - Adults,9,21,21,21,4,0,0,0,0,1,13,18,23,,,,,,,,,,,,,17,18,17,15,13,11,17,15,13,11,0,0,16,19,7,1,0,2,2,2,1,3,1,4,12,6,8,0,0,0,0,0,0,0,1,6
PONCHA-FST-SM-GRY-R,UK ILGPoncho - Adults,7,17,22,16,8,0,16,17,46,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONCHA-MAR-LG-PINK,UK ILGPoncho - Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHA-MAR-MD-PINK,UK ILGPoncho - Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHA-SUM-LG-CSTCANDY,UK ILGPoncho - Adults,12,89,100,29,25,14,25,22,9,17,25,16,41,,,,,80,100,60,60,20,80,,80,341,318,283,278,269,251,201,173,103,-72,-176,-144,71,64,26,4,3,10,17,6,8,12,10,20,15,20,13,0,6,0,0,0,1,19,2,9
PONCHA-SUM-LG-LAZRIV,UK ILGPoncho - Adults,12,27,43,28,13,10,29,24,7,10,20,12,24,,,,,,,,,,,,,224,205,166,165,158,147,189,165,158,147,109,94,42,64,14,4,9,10,11,7,1,5,3,10,1,11,6,0,0,0,0,0,1,18,3,0
PONCHA-SUM-LG-PCHSUN,UK ILGPoncho - Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHA-SUM-LG-UNICN,UK ILGPoncho - Adults,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
PONCHA-SUM-LG-UNICN-NS,UK ILGPoncho - Adults,12,21,21,2,1,6,10,13,6,1,3,7,12,,,,,,,,,,,,,201,188,171,151,138,135,171,151,138,135,124,110,19,23,1,1,1,1,1,1,1,2,1,1,16,7,10,6,6,6,6,6,1,6,6,6
PONCHA-SUM-MD-CSTCANDY,UK ILGPoncho - Adults,5,85,100,34,25,18,33,21,6,12,25,22,43,,120,,100,20,280,,100,,80,,60,57,25,-29,-42,-16,-39,-102,-13,-84,-118,-289,-63,34,71,8,2,8,15,24,8,10,12,5,10,15,20,12,0,6,6,0,0,1,26,4,18
PONCHA-SUM-MD-LAZRIV,UK ILGPoncho - Adults,1,19,36,14,13,5,12,14,5,10,5,7,18,,,,,,,,,,,,,-36,-49,-32,-41,-31,-42,0,0,0,0,0,0,28,56,10,1,3,6,6,3,5,6,6,5,3,1,6,5,5,5,5,5,1,12,3,6
PONCHA-SUM-MD-UNICN,UK ILGPoncho - Adults,12,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHA-SUM-MD-UNICN-NS,UK ILGPoncho - Adults,10,15,13,4,2,1,3,7,7,7,5,10,15,,,,,,,,,,,,,146,131,114,113,92,71,134,113,92,71,52,29,13,16,6,2,2,2,2,2,2,2,1,2,10,6,21,12,12,12,12,12,12,12,12,12
PONCHA-SUM-SM-UNICN,UK ILGPoncho - Adults,12,14,15,14,4,4,28,10,10,2,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,5,12,10,4,3,14,8,6,3,5,5,8,4,12,8,8,8,8,8,8,8,8,8,8
PONCHA-SUM-XL-UNICN,UK ILGPoncho - Adults,12,70,50,50,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,111,107,123,119,115,111,123,119,115,111,107,103,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
PONCHK-CAB-MD-BLUE-NS,UK ILGPoncho - Kids,4,65,164,164,59,11,377,77,4,22,21,19,39,,,30,,120,60,240,,150,240,,240,14,-7,72,18,67,44,15,-11,-27,-100,-171,-288,6,4,7,3,3,3,3,4,1,3,3,4,2,23,6,7,7,7,7,7,1,7,4,3
PONCHK-CAB-MD-LTPNK-NS,UK ILGPoncho - Kids,9,3,27,16,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,54,45,306,327,318,317,305,285,318,317,305,285,2,4,7,1,0,0,0,0,0,0,0,0,3,10,9,9,9,9,9,9,1,12,20,6
PONCHK-CAB-MD-NAVY-NS,UK ILGPoncho - Kids,7,45,3,1,26,20,60,47,43,22,17,35,52,,,,,,,,,,,,,272,229,176,147,122,93,236,177,122,93,43,0,11,11,11,11,11,11,11,11,6,13,6,18,5,9,12,6,12,12,12,12,7,33,20,7
PONCHK-CAB-SM-BLUE-NS,UK ILGPoncho - Kids,12,23,28,32,11,5,92,45,11,2,7,16,17,,,,,,,,,,,,,524,513,475,484,467,464,451,431,412,369,316,249,13,9,16,1,0,0,0,0,0,0,0,0,7,16,19,6,6,6,6,6,1,6,4,2
PONCHK-CAB-SM-LTPNK-NS,UK ILGPoncho - Kids,12,19,61,36,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,421,412,403,454,445,444,433,407,445,444,433,407,13,9,16,1,0,0,0,0,0,0,0,0,33,7,6,6,9,9,9,9,1,11,26,9
PONCHK-CAB-SM-NAVY-NS,UK ILGPoncho - Kids,12,15,32,22,17,7,12,8,5,5,7,8,13,,,,,,,,,,,,,239,218,252,260,241,227,282,260,241,227,206,170,13,9,16,2,2,2,2,2,2,3,2,1,34,7,19,12,12,12,12,12,7,11,26,12
PONCHK-CAB-XS-LTPNK,UK ILGPoncho - Kids,0,32,52,71,24,8,127,53,0,0,0,0,0,,,,,,,,,,,,,-192,-189,-276,-247,-222,-212,-59,1,1,1,1,1,47,16,14,4,2,26,3,3,0,0,0,0,,,,,,,,,,,,
PONCHK-CAB-XS-NAVY,UK ILGPoncho - Kids,1,10,31,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19,24,14,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
PONCHK-KID-MD-BUBDRM,UK ILGPoncho - Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,2,0,1,0,0,0,,,,,,,,,,,,
PONCHK-KID-MD-CAMOCUBE,UK ILGPoncho - Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-KID-MD-CHECKOUT,UK ILGPoncho - Kids,1,35,38,22,3,0,0,0,0,3,11,20,24,,,,,,,,,,,,,-68,-71,35,35,35,35,35,35,33,26,0,0,7,5,8,4,4,4,4,4,4,4,4,3,7,3,9,0,0,0,0,0,0,18,6,6
PONCHK-KID-MD-GVCLUB,UK ILGPoncho - Kids,1,50,54,32,4,0,0,0,0,5,21,24,42,,,,,,,,,,,,,-117,-124,19,42,93,86,79,72,65,53,0,0,9,6,11,7,7,7,7,7,7,7,0,0,8,4,10,0,0,0,0,0,0,26,0,0
PONCHK-KID-MD-INTOWILD,UK ILGPoncho - Kids,0,35,38,22,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-135,-86,17,17,17,17,17,17,17,17,3,0,7,5,8,1,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,14,12,12
PONCHK-KID-MD-JELLY,UK ILGPoncho - Kids,0,35,38,22,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,-232,-134,30,60,120,120,120,120,120,120,105,93,7,5,8,1,0,0,0,0,0,0,0,0,57,48,9,0,0,0,0,0,0,15,12,0
PONCHK-KID-MD-KARMCHAM,UK ILGPoncho - Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-KID-MD-SKATER,UK ILGPoncho - Kids,1,50,54,32,4,0,0,0,0,7,32,42,71,,,,,,,,,,,,,-80,-86,28,52,100,94,88,82,76,63,27,0,9,6,11,6,6,6,6,6,6,4,8,6,8,4,10,0,0,0,0,0,0,0,6,6
PONCHK-KID-MD-TURTROP,UK ILGPoncho - Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-KID-SM-BUBDRM,UK ILGPoncho - Kids,12,17,61,36,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,9,16,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-KID-SM-CAMO-NS,UK ILGPoncho - Kids,12,20,61,36,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13,9,16,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-KID-SM-CAMOCUBE,UK ILGPoncho - Kids,12,6,25,34,12,5,42,20,12,8,10,6,7,,,,,,,,,,,,,,,,,,,,,,,,,3,15,8,1,1,38,10,5,8,3,2,4,,,,,,,,,,,,
PONCHK-KID-SM-CHECKOUT,UK ILGPoncho - Kids,12,83,85,50,6,0,0,0,0,1,0,3,10,,,,,,,,,,,,,268,268,436,439,439,439,439,439,439,438,420,411,16,11,19,1,1,1,1,1,1,1,1,1,14,8,21,0,0,0,0,0,0,18,6,6
PONCHK-KID-SM-CROC,UK ILGPoncho - Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-KID-SM-FIVEDAY,UK ILGPoncho - Kids,1,14,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-KID-SM-FLAM,UK ILGPoncho - Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-KID-SM-GVCLUB,UK ILGPoncho - Kids,12,118,122,72,8,0,0,0,0,2,10,7,7,,,,,,,,,,,,,383,381,619,649,649,649,649,649,649,647,618,611,20,14,24,2,2,2,2,2,1,1,1,3,17,9,25,0,0,0,0,0,0,19,0,0
PONCHK-KID-SM-INTOWILD,UK ILGPoncho - Kids,12,83,85,50,6,0,0,0,0,2,6,10,13,,,,,,,,,,,,,261,260,427,433,433,433,433,433,433,431,418,390,16,11,19,2,2,2,2,2,2,1,2,2,14,8,21,0,0,0,0,0,0,7,18,0
PONCHK-KID-SM-JELLY,UK ILGPoncho - Kids,12,83,85,50,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,118,118,288,318,318,318,318,318,318,318,312,288,16,11,19,1,0,0,0,0,0,0,0,0,49,8,21,0,0,0,0,0,0,6,24,6
PONCHK-KID-SM-KARMCHAM,UK ILGPoncho - Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-KID-SM-POWER-NS,UK ILGPoncho - Kids,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-KID-SM-SKATER,UK ILGPoncho - Kids,12,118,122,72,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,314,314,550,580,580,580,580,580,580,580,580,574,20,14,24,2,0,0,0,0,0,0,0,0,17,9,25,0,0,0,0,0,0,0,6,0
PONCHK-KID-SM-TURTROP,UK ILGPoncho - Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-KID-XS-LEOP,UK ILGPoncho - Kids,1,9,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
PONCHK-KID-XS-POWER,UK ILGPoncho - Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,1,,,,,,,,,,,,
PONCHK-SUM-MD-CSTCANDY,UK ILGPoncho - Kids,3,70,70,80,50,30,80,0,0,12,19,31,60,,60,,120,30,210,,270,,120,,30,-18,-51,-55,-35,-35,-53,-39,-28,-111,-129,-232,-208,60,60,40,3,3,14,4,5,12,11,21,18,8,3,66,0,0,0,0,0,6,2,18,12
PONCHK-SUM-MD-UNICN,UK ILGPoncho - Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
PONCHK-SUM-MD-UNICN-NS,UK ILGPoncho - Kids,12,72,27,16,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,402,386,430,414,518,497,469,449,443,358,313,281,0,0,0,0,0,0,0,0,0,0,0,0,13,18,16,6,16,16,16,16,21,28,20,6
PONCHK-SUM-SM-CSTCANDY,UK ILGPoncho - Kids,10,100,100,60,11,9,13,10,3,4,10,11,17,,,,,90,90,90,30,60,,60,,166,152,171,169,166,149,137,120,97,-86,-165,-180,60,60,26,2,5,1,5,3,1,6,3,8,83,12,19,0,0,0,0,0,13,2,6,6
PONCHK-SUM-SM-UNICN-NS,UK ILGPoncho - Kids,12,37,61,36,4,0,0,0,0,0,0,0,0,,,,,,60,,60,,60,,30,273,252,231,210,189,173,145,119,98,48,-33,-30,0,0,0,0,0,0,0,0,0,0,0,0,13,20,21,21,21,21,21,21,16,28,26,21
PONCHK-SUM-XS-UNICN,UK ILGPoncho - Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,24,31,25,7,0,0,2,0,0,0,0,0,,,,,,,,,,,,
POS-DIS-LG-FULL-TOWLB-EN-24,UK ILGWholesale,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,59,58,58,58,58,57,57,57,57,48,48,47,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,6,3,0
POS-DIS-SM-DOGTWL-EN-24,UK ILGWholesale,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,60,60,60,60,59,59,59,59,56,56,56,56,,,,,,,,,,,,,2,0,0,0,1,0,0,0,3,0,0,0
POS-DIS-SM-FULL-BAGF-EN-24,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,17,17,17,16,16,16,16,14,14,14,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,1,0
POS-DIS-SM-FULL-COOL-EN-24,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
POS-DIS-SM-FULL-HAIRW-EN-24,UK ILGWholesale,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,57,57,57,56,57,56,54,56,50,49,48,48,,,,,,,,,,,,,1,0,1,0,0,1,0,0,2,2,2,1
POS-DIS-SM-FULL-MAKUP-EN-24,UK ILGWholesale,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
POS-DIS-SM-FULL-PICNIC-EN-24,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
POS-DIS-SM-FULL-PONCHA-EN-24,,,,,,,,,,,,,,,,,,,,,2,,,,,,9,9,9,9,9,9,9,9,9,9,-2,0,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0
POS-DIS-SM-FULL-PONCHK-EN-24,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,19,19,19,19,19,19,19,18,18,18,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0
POS-DIS-SM-FULL-TOWLB-EN-24,UK ILGWholesale,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10,,3,,2,,16,15,14,13,12,12,7,3,3,2,-10,0,,,,,,,,,,,,,12,0,3,1,1,1,1,0,5,2,2,1
POS-DIS-SM-FULL-TOWLB-KID-EN-24,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,18,18,18,18,18,18,16,16,16,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1
PP-TEATWL-MD-3SET-SPRKSHNE,UK ILGTea Towel,3,0,0,0,50,50,100,50,0,0,0,0,0,,,,,,,,,,,,,16,16,216,-134,-134,-134,-50,0,0,0,0,0,,,,,,,,,,,,,0,0,0,50,50,0,0,0,0,0,0,0
PP-TEATWL-MD-3SET-STRAWFZ,UK ILGTea Towel,7,0,0,0,0,2,7,16,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TEATWL-MD-5SET-HOST,UK ILGTea Towel,5,0,0,0,0,3,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TEATWL-MD-5SET-PICKY,UK ILGTea Towel,12,0,0,0,0,3,8,16,19,6,5,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TEATWL-MD-6SET-AFTPTY,UK ILGTea Towel,11,0,0,0,0,9,16,7,18,11,11,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TEATWL-MD-6SET-FRTCTL,UK ILGTea Towel,12,0,0,0,0,3,9,1,16,9,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-4SET-BLUE,UK ILGTowel - Beach,2,21,31,20,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-4SET-PINK,UK ILGTowel - Beach,1,14,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-4SETA-R,UK ILGTowel - Beach,1,50,100,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-4SETE-R,UK ILGTowel - Beach,4,13,16,24,15,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-4SETF-R,UK ILGTowel - Beach,12,6,19,16,9,4,7,2,2,1,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-4SETH,UK ILGTowel - Beach,1,46,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-4SETK,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-4SETL,UK ILGTowel - Beach,11,19,25,16,8,2,16,7,7,6,11,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-4SETM,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-4SETN,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-4SETO,UK ILGTowel - Beach,12,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-6SET-BLUE,UK ILGTowel - Beach,5,13,9,30,6,2,23,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-6SET-PINK,UK ILGTowel - Beach,12,1,2,11,4,4,7,7,4,4,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-6SET-R,UK ILGTowel - Beach,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-6SETI,UK ILGTowel - Beach,12,17,16,52,17,3,22,9,18,2,2,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-6SETJ,UK ILGTowel - Beach,2,16,31,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-6SETK,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-6SETL,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-LG-6SETM,UK ILGTowel - Beach,12,2,4,13,2,4,7,2,1,4,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SET-BLUE,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SET-ORANGE,UK ILGTowel - Beach,12,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP-TOWLB-CAB-XL-4SET-PINK,UK ILGTowel - Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
