sku_channel,sku,channel,units_2024_01,units_2024_02,units_2024_03,units_2024_04,units_2024_05,units_2024_06,units_2024_07,units_2024_08,units_2024_09,units_2024_10,units_2024_11,units_2024_12,units_2025_01,units_2025_02,units_2025_03,units_2025_04,units_2025_05,units_2025_06,units_2025_07,units_2025_08,units_2025_09,units_2025_10,units_2025_11,units_2025_12,units_2026_01,units_2026_02,units_2026_03,units_2026_04,units_2026_05,units_2026_06,units_2026_07,units_2026_08,units_2026_09,units_2026_10,units_2026_11,units_2026_12,revenue_2024_01,revenue_2024_02,revenue_2024_03,revenue_2024_04,revenue_2024_05,revenue_2024_06,revenue_2024_07,revenue_2024_08,revenue_2024_09,revenue_2024_10,revenue_2024_11,revenue_2024_12,revenue_2025_01,revenue_2025_02,revenue_2025_03,revenue_2025_04,revenue_2025_05,revenue_2025_06,revenue_2025_07,revenue_2025_08,revenue_2025_09,revenue_2025_10,revenue_2025_11,revenue_2025_12,revenue_2026_01,revenue_2026_02,revenue_2026_03,revenue_2026_04,revenue_2026_05,revenue_2026_06,revenue_2026_07,revenue_2026_08,revenue_2026_09,revenue_2026_10,revenue_2026_11,revenue_2026_12
BAGF-CAB-MD-NAVY - DTC,BAGF-CAB-MD-NAVY,DTC,155,205,244,272,383,419,805,611,255,126,373,55,64,201,224,275,456,502,435,514,159,71,328,248,84,88,90,102,203,265,191,0,0,0,0,0,1701.54,2335.64,2814.22,2958.56,4021.01,5526.02,10268.61,7841.75,3212.24,1594.44,4293.4,620.43,801.33,2051.01,2924.95,3578.6,5246.08,5457.66,5148.66,6403.52,1975.15,921.92,3760.68,3149.22,1252.14,1324.27,1325.6,1525.54,2266.79,3899.24,2869.92,0,0,0,0,0
BAGF-CAB-MD-NAVY - FBA,BAGF-CAB-MD-NAVY,FBA,46,90,160,105,229,375,641,221,196,28,98,181,22,71,133,180,96,70,81,174,145,106,89,105,116,95,146,192,288,313,24,0,0,0,0,0,559.37,1052.7,1755.59,1149.92,2650.64,4244.54,6725.57,2804.82,2327.68,425.14,1090.69,2121.68,299.36,859.27,1535.65,2045.79,1268.66,1036.5,980.44,2036.28,1691.79,1189.12,1019.71,1194.66,1325.24,1119.3,1694.57,2172.53,3358.63,3611,339.79,0,0,0,0,0
BAGF-DES-MD-BANARAM - B2B,BAGF-DES-MD-BANARAM,B2B,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14,8,12,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,18.75,64.89,50.32,76.21,158.04,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-DES-MD-BANARAM - DTC,BAGF-DES-MD-BANARAM,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,49,65,91,128,167,190,70,2,20,96,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.66,820.55,1040.72,1497.51,1818.47,2097.3,807.96,24.93,238.93,939.14,783.03,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-DES-MD-BANARAM - FBA,BAGF-DES-MD-BANARAM,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,15,44,48,88,80,130,92,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.35,547.41,583.27,1109.31,1017.57,1477.99,1122.61,48,39.7,86.61,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-DES-MD-CHECKMT - B2B,BAGF-DES-MD-CHECKMT,B2B,0,0,0,0,0,0,0,0,0,0,0,0,14,4,26,27,16,15,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.85,649.38,100.87,320.57,1354.38,95.96,166.88,97.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-DES-MD-CHECKMT - DTC,BAGF-DES-MD-CHECKMT,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,47,36,61,103,151,161,212,108,33,226,62,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.52,426.17,725.45,1137.23,1593.58,1829.23,2231.06,1149.3,368.48,2224.24,579.24,586.02,0,0,0,0,0,0,0,0,0,0,0
BAGF-DES-MD-CHECKMT - FBA,BAGF-DES-MD-CHECKMT,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,30,101,50,141,66,40,31,28,35,29,24,38,47,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.43,333.31,365.2,1247.16,604.93,1577.41,788.03,482.54,345.38,338.77,407.98,346.61,299.66,473.91,561.81,519.79,12,0,0,0,0,0,0
BAGF-DES-MD-GROOVCH - B2B,BAGF-DES-MD-GROOVCH,B2B,0,0,0,0,0,0,0,0,0,0,0,0,12,4,38,25,13,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.33,649.38,165.32,311.97,1022.5,121.05,0,139.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-DES-MD-GROOVCH - DTC,BAGF-DES-MD-GROOVCH,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,53,97,116,156,189,165,268,173,39,61,84,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.38,1232.66,1426.82,1808.31,2139.54,1968.32,2994.7,1882.44,450.87,708.36,824.73,183.34,0,0,0,0,0,0,0,0,0,0,0
BAGF-DES-MD-GROOVCH - FBA,BAGF-DES-MD-GROOVCH,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,68,67,105,75,89,103,73,45,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.84,509.51,819.38,885.76,1315.43,964.22,1077.29,1250.44,847.11,536.83,714.09,12,0,0,0,0,0,0,0,0,0,0,0
BAGF-DES-MD-IBZAGLW - B2B,BAGF-DES-MD-IBZAGLW,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,6,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875,70,106.81,45,4020.26,0,0,0,0,0,0
BAGF-DES-MD-IBZAGLW - DTC,BAGF-DES-MD-IBZAGLW,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,55,98,115,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,826.33,1419.86,1703.89,1257.68,0,0,0,0,0
BAGF-DES-MD-IBZAGLW - FBA,BAGF-DES-MD-IBZAGLW,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,39,74,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.09,326.33,561.82,1030.5,130.41,0,0,0,0,0
BAGF-DES-MD-SPRCLUB - B2B,BAGF-DES-MD-SPRCLUB,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,68,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,486.75,0,90,0,0,0,0,0,0
BAGF-DES-MD-SPRCLUB - DTC,BAGF-DES-MD-SPRCLUB,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,46,85,86,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.66,648.57,1217.49,1211.11,718.29,0,0,0,0,0
BAGF-DES-MD-SPRCLUB - FBA,BAGF-DES-MD-SPRCLUB,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,19,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.98,162.19,284.47,435.43,249.58,0,0,0,0,0
BAGF-DES-MD-STRIPLIFE - B2B,BAGF-DES-MD-STRIPLIFE,B2B,0,0,0,0,0,0,0,0,0,0,0,0,17,24,-149,58,28,30,45,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.85,1294.36,2026.81,1533.61,3034.4,140.35,243.8,0,115.2,0,102.9,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-DES-MD-STRIPLIFE - DTC,BAGF-DES-MD-STRIPLIFE,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,136,228,100,127,0,220,554,395,89,62,277,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335.08,2914.3,1326.4,1567.62,0,2696.16,6114.83,4422.34,1045.87,716.14,2860.87,497.51,0,0,0,0,0,0,0,0,0,0,0
BAGF-DES-MD-STRIPLIFE - FBA,BAGF-DES-MD-STRIPLIFE,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,32,86,92,8,0,75,158,111,104,54,40,83,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.35,1057.86,1131.32,114.34,0,935.18,1935.4,1344.71,1172.46,639.39,500.28,1004.42,829.89,12.49,0,0,0,0,0,0,0,0,0
BAGF-DES-MD-WAVYBBY - B2B,BAGF-DES-MD-WAVYBBY,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,30,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.09,225,45,126.2,0,0,0,0,0,0
BAGF-DES-MD-WAVYBBY - DTC,BAGF-DES-MD-WAVYBBY,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,96,160,207,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126.26,1422.96,2225.8,3131.07,2570.1,0,0,0,0,0
BAGF-DES-MD-WAVYBBY - FBA,BAGF-DES-MD-WAVYBBY,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,44,75,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.03,641.1,1077.2,1232.14,239.09,0,0,0,0,0
BAGF-DES-MD-WTRSUG - B2B,BAGF-DES-MD-WTRSUG,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,30,45,45,22.5,0,0,0,0,0
BAGF-DES-MD-WTRSUG - DTC,BAGF-DES-MD-WTRSUG,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,34,52,61,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.73,502.54,745.01,865.99,721.18,0,0,0,0,0
BAGF-DES-MD-WTRSUG - FBA,BAGF-DES-MD-WTRSUG,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,31,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.44,302.68,446.79,673.08,234.28,0,0,0,0,0
BAGF-DES-MD-WYWH - B2B,BAGF-DES-MD-WYWH,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
BAGF-DES-MD-WYWH - DTC,BAGF-DES-MD-WYWH,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,76,103,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655.29,696.74,1086.41,1541.21,1311.28,0,0,0,0,0
BAGF-DES-MD-WYWH - FBA,BAGF-DES-MD-WYWH,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,40,70,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.5,399.47,576.94,992.5,216.6,0,0,0,0,0
BAGF-KID-MD-SQUIG - DTC,BAGF-KID-MD-SQUIG,DTC,16,11,33,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,84.59,329.09,248.82,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-KID-MD-SQUIG - FBA,BAGF-KID-MD-SQUIG,FBA,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,94.92,90.24,13.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-MD-5SETA - DTC,BAGF-MD-5SETA,DTC,11,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,171,120,72,0,0,-5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-MD-MARINDRM - B2B,BAGF-MD-MARINDRM,B2B,0,233,313,19,9,408,217,500,0,3,400,1,0,3,9,4,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437.49,1918.42,74.01,59.6,2494.48,1306.39,3000,0,18.59,2287.52,0,0,4023.81,54.67,25,11.24,154.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-MD-MARINDRM - DTC,BAGF-MD-MARINDRM,DTC,0,34,91,115,181,112,97,0,63,176,271,770,35,18,167,133,268,165,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.8,1247.34,1554.02,2291.5,1364.07,1119.57,0,632.83,1832.92,2765.59,6147.46,239.36,189.64,1807.01,1378.02,2946.53,1787.35,9.36,0,28.46,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-MD-MARINDRM - FBA,BAGF-MD-MARINDRM,FBA,0,0,4,17,92,17,8,0,6,40,79,43,2,2,42,79,56,80,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.29,225.46,1223.27,275.39,130.47,0,84.96,511.2,790.25,455.42,19.98,26.64,414.59,841.91,805.35,1020.98,14.78,0,0,30.66,30.66,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-MD-TERATROP - B2B,BAGF-MD-TERATROP,B2B,0,36,12,23,13,12,29,11,0,0,0,0,0,0,7,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.5,79.95,85.98,86.94,79.92,185.77,71.67,0,0,0,0,0,0,42.56,39.84,0,13.32,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-MD-TERATROP - DTC,BAGF-MD-TERATROP,DTC,0,38,99,116,141,100,213,274,13,14,33,0,5,17,272,299,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.12,1313.18,1547.17,1825.77,1240.8,2638.87,2923.04,132.12,143.13,332.26,0,42.06,185.15,2889.08,3048.39,46.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-MD-TERATROP - FBA,BAGF-MD-TERATROP,FBA,0,0,6,26,84,88,179,70,8,11,125,14,0,2,209,159,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.28,350.69,1107.63,1195.44,2180.15,953.46,90.76,112.22,1202.78,119.87,0,26.64,2089.52,1599.98,430.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-SGW-MD-GETWAV - B2B,BAGF-SGW-MD-GETWAV,B2B,3,29,25,48,13,43,75,14,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,193.84,101.17,211.78,86.94,284,489.4,91.77,19.98,38.6,6.17,12.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-SGW-MD-GETWAV - DTC,BAGF-SGW-MD-GETWAV,DTC,184,191,272,359,313,285,451,725,408,260,480,343,16,1,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2274.93,2118.84,2891.93,3900.54,3717.8,3917.3,5782.01,7897.13,4203.04,2747.77,5065.56,3811.01,201.99,13.33,0,0,0,418.26,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-SGW-MD-GETWAV - FBA,BAGF-SGW-MD-GETWAV,FBA,86,123,130,36,309,497,561,122,116,50,41,19,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.59,1381.36,1525.09,443.59,3611.58,5689.15,6233.08,1773.15,1378.23,658.96,544.84,238.48,14.16,0,0,0,0,214.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGF-SUM-MD-COLAGN - B2B,BAGF-SUM-MD-COLAGN,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,438,358,113,479,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26965.01,2972.5,2251.82,782.03,3592.5,747.78,0,0,0,0,0
BAGF-SUM-MD-COLAGN - DTC,BAGF-SUM-MD-COLAGN,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,54,219,202,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439.98,789.7,3039.64,3007.17,2430.37,0,0,0,0,0
BAGF-SUM-MD-COLAGN - FBA,BAGF-SUM-MD-COLAGN,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,31,76,129,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.49,0,247.23,461.74,1106.06,1791.98,718.65,0,0,0,0,0
BAGF-SUM-MD-CSTCANDY - B2B,BAGF-SUM-MD-CSTCANDY,B2B,0,0,0,0,0,0,0,0,0,0,0,0,24,25,112,58,65,58,21,37,18,16,4,0,30,657,42,339,241,613,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.95,1408.43,2135.32,547.69,2260.9,365.78,121.16,183.44,112.5,105,30,0,208.83,34530.26,243.62,1995.02,1668.56,4391.55,806.25,0,0,0,0,0
BAGF-SUM-MD-CSTCANDY - DTC,BAGF-SUM-MD-CSTCANDY,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,270,334,452,604,237,353,545,209,94,212,44,163,127,226,166,282,524,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681.86,4126.9,5295.54,7046.43,2671.12,4132.16,6432.92,2822.13,1294.58,2612.2,607.03,2335.91,1838.28,3355.43,2442.71,4071.03,7808.03,5697.18,0,0,0,0,0
BAGF-SUM-MD-CSTCANDY - FBA,BAGF-SUM-MD-CSTCANDY,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,13,148,123,292,133,65,268,70,76,28,61,92,182,151,186,274,324,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.71,1835.9,1538.35,3661.34,1671.49,832.06,3268.42,1023.21,962.07,419.21,895.7,1188.14,2292.89,2002.58,2422.1,4038.47,4797.61,627.38,0,0,0,0,0
BAGF-SUM-MD-MIAMI - B2B,BAGF-SUM-MD-MIAMI,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,82,62,23,546,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3093.6,550.82,420.31,170.78,4095,4293,0,0,0,0,0
BAGF-SUM-MD-MIAMI - DTC,BAGF-SUM-MD-MIAMI,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,139,218,366,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209.83,1876.3,3133.49,5288.6,3743.34,0,0,0,0,0
BAGF-SUM-MD-MIAMI - FBA,BAGF-SUM-MD-MIAMI,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,90,118,150,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.49,0,151.03,1308.32,1742.7,2205.94,233.25,0,0,0,0,0
BAGF-SUM-MD-UNICN - B2B,BAGF-SUM-MD-UNICN,B2B,7,22,122,134,24,42,34,44,56,117,25,18,34,29,41,57,52,125,26,85,6,4,0,0,6,58,50,90,1,0,0,0,0,0,0,0,45.19,144.2,607.7,751.93,142.87,226.92,218.51,228.64,277.92,707.49,117.19,113.72,17.56,146.19,1168.22,432.91,622.86,377.56,153.19,420.63,39.96,30,0,0,42.05,3350.88,360,645,5.77,0,0,0,0,0,0,0
BAGF-SUM-MD-UNICN - DTC,BAGF-SUM-MD-UNICN,DTC,126,137,148,171,225,166,292,313,146,103,226,256,244,133,168,220,324,387,453,321,92,49,280,147,57,70,61,55,102,128,143,0,0,0,0,0,1380.88,1630.11,1683.16,1902.91,2508.5,2119.93,3816.71,3915.87,1788.25,1283.6,2544.04,3066.54,2924.43,1480.89,2165.82,2764.36,3843.86,4362.59,5303.12,3909.62,1094.97,665.57,3097.03,1792.83,849.88,924.53,949.73,826.47,1461.82,1906.06,2046.63,0,0,0,0,0
BAGF-SUM-MD-UNICN - FBA,BAGF-SUM-MD-UNICN,FBA,55,95,138,106,200,344,494,198,112,103,71,152,109,42,122,184,333,280,392,217,26,20,14,20,18,19,44,57,81,264,19,0,0,0,0,0,651.83,1071.8,1498.65,1143.23,2249.75,3880.69,5065.51,2416.69,1368.84,1231.73,792.47,1760.08,1329.83,519.03,1405.51,2085.36,3891.4,3456.54,4851.25,2638.39,382.24,256.06,208.36,287.8,263.82,284.57,648.48,803.46,1169.45,2943.76,296.63,0,0,0,0,0
BAGTOI-MD-CHRYBMB - B2B,BAGTOI-MD-CHRYBMB,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,36,0,0,81,7,80,198,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.9,274.22,829.44,0,0,1490.27,60.97,762,1840.41,1103.46,0,0,0,0,0,0
BAGTOI-MD-CHRYBMB - DTC,BAGTOI-MD-CHRYBMB,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,71,232,140,0,13,39,5,39,79,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.57,1377.97,3903.25,2402.78,0,235.99,726.57,97.7,693.68,1551.28,1112.06,0,0,0,0,0
BAGTOI-MD-CHRYBMB - FBA,BAGTOI-MD-CHRYBMB,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,12,25,1,2,12,11,17,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.38,181.21,236.39,516.56,15.62,36.45,247.33,216.59,337.41,566.48,62.49,0,0,0,0,0
BAGTOI-MD-NAVY - B2B,BAGTOI-MD-NAVY,B2B,0,0,0,14,19,37,21,41,0,5,27,13,1,4,0,28,18,6,0,0,0,6,12,0,12,12,12,0,0,7,6,0,0,0,0,0,0,0,0,119.08,174.54,327.3,186.34,377.31,0,49.68,250.01,121.75,18.33,40.34,0,476.6,166.65,56.26,0,0,0,54.96,124.92,0,114.76,124.92,124.92,0,0,62.46,62.46,0,0,0,0,0
BAGTOI-MD-NAVY - DTC,BAGTOI-MD-NAVY,DTC,0,0,0,11,89,47,70,103,57,7,115,75,7,0,21,46,74,30,0,0,18,27,107,91,24,20,26,23,53,66,40,0,0,0,0,0,0,0,0,170.48,1568.48,766.99,1157.67,1587.9,930.31,130.36,1856.67,1195.85,121.65,0,387.36,835.43,1199.07,493.09,0,0,361.89,524.34,1774.99,1588.86,469,366.8,537.53,463.53,1010.57,1322.16,761.1,0,0,0,0,0
BAGTOI-MD-NAVY - FBA,BAGTOI-MD-NAVY,FBA,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,2,4,3,0,0,0,2,2,8,3,4,4,7,3,3,3,0,0,0,0,0,0,0,0,0,0,22.82,19.84,52.33,24.84,0,0,0,0,0,26.66,53.32,75.22,55.51,0,0,0,46.76,43.97,185.6,70.14,92.26,97.63,135.42,66.96,59.74,65.02,0,0,0,0,0
BAGTOI-MD-PEPPNCH - B2B,BAGTOI-MD-PEPPNCH,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,30,12,12,1,0,6,68,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.9,274.22,766.98,128.52,119.84,-0.44,0,67.5,557.9,936.9,0,0,0,0,0,0
BAGTOI-MD-PEPPNCH - DTC,BAGTOI-MD-PEPPNCH,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,89,61,21,10,17,26,20,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.83,256.92,1563.06,1160.82,354.21,202.46,352.48,522.75,390.03,621.46,405.13,0,0,0,0,0
BAGTOI-MD-PEPPNCH - FBA,BAGTOI-MD-PEPPNCH,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,4,4,5,5,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,41.66,269.77,83.32,82.97,103.8,91.63,141.65,176.69,20.83,0,0,0,0,0
